,Impressions,Clicks,Conversions,Cost,CTR,Conversion Rate,CPM,CPC,Cost / Conversion
0,48616.0,284.0,5.0,100.0,0.005841698206351819,0.017605633802816902,2.056935988152049,0.352112676056338,20.0
1,41088.0,265.0,6.0,100.0,0.0064495716510903425,0.022641509433962263,2.433800623052959,0.37735849056603776,16.666666666666668
2,46550.0,271.0,6.0,100.0,0.005821697099892589,0.02214022140221402,2.1482277121374866,0.36900369003690037,16.666666666666668
3,30018.0,209.0,6.0,100.0,0.006962489173162769,0.028708133971291867,3.331334532613765,0.4784688995215311,16.666666666666668
4,45846.0,293.0,5.0,100.0,0.006390961043493434,0.017064846416382253,2.1812153732059505,0.3412969283276451,20.0
5,30878.0,214.0,6.0,100.0,0.006930500680095861,0.028037383177570093,3.238551719670963,0.4672897196261682,16.666666666666668
6,44598.0,281.0,5.0,100.0,0.006300730974483161,0.017793594306049824,2.2422530158303062,0.35587188612099646,20.0
7,42935.0,312.0,4.0,100.0,0.007266798649120764,0.01282051282051282,2.32910213112845,0.32051282051282054,25.0
8,45405.0,293.0,5.0,100.0,0.006453033806849466,0.017064846416382253,2.202400616672173,0.3412969283276451,20.0
9,32104.0,216.0,5.0,100.0,0.00672813356591079,0.023148148148148147,3.1148766508846246,0.46296296296296297,20.0
10,24435.0,170.0,6.0,100.0,0.006957233476570493,0.03529411764705882,4.092490280335585,0.5882352941176471,16.666666666666668
11,29074.0,208.0,4.0,100.0,0.007154158354543578,0.019230769230769232,3.439499208915182,0.4807692307692308,25.0
12,34826.0,247.0,4.0,100.0,0.007092402228220295,0.016194331983805668,2.871417906162063,0.4048582995951417,25.0
13,38148.0,289.0,6.0,100.0,0.007575757575757576,0.020761245674740483,2.621369403376324,0.3460207612456747,16.666666666666668
14,45320.0,300.0,4.0,100.0,0.006619593998234775,0.013333333333333334,2.206531332744925,0.3333333333333333,25.0
15,45248.0,302.0,6.0,100.0,0.006674328147100424,0.019867549668874173,2.21004243281471,0.33112582781456956,16.666666666666668
16,37049.0,268.0,6.0,100.0,0.0072336635266808825,0.022388059701492536,2.6991281815973442,0.373134328358209,16.666666666666668
17,37184.0,248.0,4.0,100.0,0.006669535283993115,0.016129032258064516,2.689328743545611,0.4032258064516129,25.0
18,28136.0,211.0,6.0,100.0,0.007499289166903611,0.02843601895734597,3.5541654819448394,0.47393364928909953,16.666666666666668
19,45566.0,312.0,6.0,100.0,0.006847210639511917,0.019230769230769232,2.194618794715358,0.32051282051282054,16.666666666666668
20,37866.0,241.0,5.0,100.0,0.006364548671631543,0.02074688796680498,2.6408915649923412,0.4149377593360996,20.0
21,23497.0,203.0,9.0,100.0,0.008639400774566966,0.04433497536945813,4.255862450525599,0.49261083743842365,11.11111111111111
22,42810.0,288.0,6.0,78.62,0.006727400140154169,0.020833333333333332,1.8364868021490308,0.27298611111111115,13.103333333333333
23,33380.0,249.0,5.0,100.0,0.007459556620730977,0.020080321285140562,2.995805871779509,0.40160642570281124,20.0
24,34943.0,218.0,5.0,100.0,0.0062387316486850015,0.022935779816513763,2.8618035085711013,0.45871559633027525,20.0
25,38111.0,257.0,6.0,100.0,0.006743459893469077,0.023346303501945526,2.6239143554354385,0.38910505836575876,16.666666666666668
26,32338.0,238.0,5.0,100.0,0.007359762508503927,0.02100840336134454,3.092337188447028,0.42016806722689076,20.0
