,Impressions,Clicks,Conversions,Cost,CTR,Conversion Rate,CPM,CPC,Cost / Conversion
0,4429.0,93.0,13.0,100.0,0.02099796793858659,0.13978494623655913,22.57846014901784,1.075268817204301,7.6923076923076925
1,5262.0,83.0,9.0,97.54,0.015773470163435957,0.10843373493975904,18.536678069175217,1.1751807228915663,10.837777777777779
2,3999.0,80.0,12.0,100.0,0.020005001250312578,0.15,25.006251562890725,1.25,8.333333333333334
3,4302.0,71.0,7.0,80.71,0.016503951650395164,0.09859154929577464,18.761041376104135,1.1367605633802815,11.53
4,4598.0,85.0,8.0,95.07,0.01848629839060461,0.09411764705882353,20.67638103523271,1.118470588235294,11.88375
5,3242.0,66.0,14.0,100.0,0.020357803824799507,0.21212121212121213,30.84515731030228,1.5151515151515151,7.142857142857143
6,4599.0,120.0,24.0,100.0,0.02609262883235486,0.2,21.743857360295713,0.8333333333333334,4.166666666666667
7,5001.0,90.0,8.0,89.58,0.017996400719856028,0.08888888888888889,17.9124175164967,0.9953333333333333,11.1975
8,4330.0,69.0,9.0,100.0,0.015935334872979216,0.13043478260869565,23.094688221709006,1.4492753623188406,11.11111111111111
9,4480.0,78.0,13.0,100.0,0.017410714285714286,0.16666666666666666,22.321428571428573,1.2820512820512822,7.6923076923076925
10,3519.0,60.0,14.0,100.0,0.017050298380221655,0.23333333333333334,28.41716396703609,1.6666666666666667,7.142857142857143
11,5305.0,88.0,11.0,100.0,0.016588124410933082,0.125,18.850141376060318,1.1363636363636365,9.090909090909092
12,4623.0,72.0,10.0,92.9,0.015574302401038288,0.1388888888888889,20.09517629245079,1.2902777777777779,9.290000000000001
13,5311.0,66.0,6.0,72.74,0.012427038222556957,0.09090909090909091,13.696102428921106,1.102121212121212,12.123333333333333
14,4253.0,75.0,9.0,99.25,0.017634610862920293,0.12,23.33646837526452,1.3233333333333333,11.027777777777779
15,4552.0,74.0,5.0,93.19,0.01625659050966608,0.06756756756756757,20.47231985940246,1.2593243243243244,18.637999999999998
16,3839.0,63.0,6.0,76.25,0.016410523573847355,0.09523809523809523,19.861943214378744,1.2103174603174602,12.708333333333334
17,3083.0,81.0,9.0,100.0,0.02627311060655206,0.1111111111111111,32.435939020434645,1.2345679012345678,11.11111111111111
18,4400.0,75.0,8.0,66.05,0.017045454545454544,0.10666666666666667,15.011363636363635,0.8806666666666666,8.25625
19,2933.0,67.0,14.0,100.0,0.022843504943743608,0.208955223880597,34.09478349812479,1.492537313432836,7.142857142857143
20,4018.0,67.0,9.0,100.0,0.016674962667994026,0.13432835820895522,24.888003982080637,1.492537313432836,11.11111111111111
21,3063.0,61.0,11.0,100.0,0.019915115899444988,0.18032786885245902,32.6477309826967,1.639344262295082,9.090909090909092
22,3414.0,63.0,12.0,100.0,0.01845342706502636,0.19047619047619047,29.291154071470416,1.5873015873015872,8.333333333333334
23,4504.0,64.0,9.0,98.0,0.014209591474245116,0.140625,21.75843694493783,1.53125,10.88888888888889
24,4066.0,82.0,10.0,100.0,0.02016724053123463,0.12195121951219512,24.59419576979833,1.2195121951219512,10.0
25,4355.0,80.0,14.0,79.83,0.018369690011481057,0.175,18.33065442020666,0.997875,5.702142857142857
26,4763.0,85.0,16.0,100.0,0.01784589544404787,0.18823529411764706,20.995171110644552,1.1764705882352942,6.25
27,4213.0,65.0,6.0,92.75,0.015428435793971042,0.09230769230769231,22.015191075243294,1.426923076923077,15.458333333333334
28,4365.0,81.0,6.0,65.04,0.018556701030927835,0.07407407407407407,14.900343642611686,0.802962962962963,10.840000000000002
29,3880.0,66.0,9.0,100.0,0.017010309278350514,0.13636363636363635,25.773195876288657,1.5151515151515151,11.11111111111111
30,4426.0,92.0,12.0,100.0,0.02078626299141437,0.13043478260869565,22.593764121102573,1.0869565217391304,8.333333333333334
31,4884.0,82.0,9.0,100.0,0.01678951678951679,0.10975609756097561,20.475020475020475,1.2195121951219512,11.11111111111111
32,3452.0,68.0,12.0,100.0,0.019698725376593278,0.17647058823529413,28.968713789107767,1.4705882352941178,8.333333333333334
33,3878.0,85.0,11.0,87.02,0.021918514698298093,0.12941176470588237,22.439401753481174,1.023764705882353,7.91090909090909
34,4745.0,82.0,7.0,100.0,0.017281348788198102,0.08536585365853659,21.07481559536354,1.2195121951219512,14.285714285714286
35,5393.0,64.0,8.0,81.47,0.011867235305025033,0.125,15.106619692193584,1.27296875,10.18375
36,4498.0,82.0,12.0,100.0,0.01823032458870609,0.14634146341463414,22.232103156958647,1.2195121951219512,8.333333333333334
37,4477.0,88.0,9.0,100.0,0.019656019656019656,0.10227272727272728,22.33638597274961,1.1363636363636365,11.11111111111111
38,4000.0,74.0,12.0,100.0,0.0185,0.16216216216216217,25.0,1.3513513513513513,8.333333333333334
39,4889.0,88.0,11.0,100.0,0.01799959091838822,0.125,20.454080589077524,1.1363636363636365,9.090909090909092
40,3644.0,64.0,11.0,100.0,0.01756311745334797,0.171875,27.442371020856204,1.5625,9.090909090909092
41,4836.0,80.0,12.0,100.0,0.016542597187758478,0.15,20.6782464846981,1.25,8.333333333333334
42,4958.0,83.0,6.0,86.33,0.016740621218233158,0.07228915662650602,17.412263009277932,1.0401204819277108,14.388333333333334
43,3804.0,78.0,10.0,100.0,0.02050473186119874,0.1282051282051282,26.288117770767613,1.2820512820512822,10.0
44,4434.0,90.0,14.0,100.0,0.02029769959404601,0.15555555555555556,22.552999548940008,1.1111111111111112,7.142857142857143
45,4591.0,84.0,13.0,90.3,0.018296667392724897,0.15476190476190477,19.668917447179265,1.075,6.946153846153846
46,3679.0,83.0,14.0,100.0,0.022560478390867084,0.1686746987951807,27.18129926610492,1.2048192771084338,7.142857142857143
47,4817.0,83.0,7.0,94.46,0.017230641478098403,0.08433734939759036,19.609715590616567,1.1380722891566264,13.494285714285713
48,5288.0,90.0,12.0,100.0,0.0170196671709531,0.13333333333333333,18.910741301059,1.1111111111111112,8.333333333333334
49,3838.0,58.0,8.0,100.0,0.015112037519541427,0.13793103448275862,26.055237102657635,1.7241379310344827,12.5
50,4995.0,77.0,9.0,89.1,0.015415415415415416,0.11688311688311688,17.837837837837835,1.157142857142857,9.899999999999999
51,3931.0,91.0,10.0,100.0,0.02314932587127957,0.10989010989010989,25.438819638768763,1.098901098901099,10.0
52,4618.0,71.0,6.0,100.0,0.015374621048072759,0.08450704225352113,21.654395842355996,1.408450704225352,16.666666666666668
53,4726.0,84.0,11.0,100.0,0.017774016081252644,0.13095238095238096,21.159542953872197,1.1904761904761905,9.090909090909092
54,4138.0,70.0,8.0,63.86,0.016916384726921217,0.11428571428571428,15.432576123731272,0.9122857142857143,7.9825
55,4031.0,80.0,12.0,100.0,0.019846192011907716,0.15,24.807740014884644,1.25,8.333333333333334
56,5404.0,97.0,8.0,88.75,0.017949666913397482,0.08247422680412371,16.423019985196152,0.9149484536082474,11.09375
