,Impressions,Clicks,Conversions,Cost,CTR,Conversion Rate,CPM,CPC,Cost / Conversion
0,9929.0,252.0,23.0,150.0,0.025380199415852553,0.09126984126984126,15.107261557055091,0.5952380952380952,6.521739130434782
1,9481.0,231.0,19.0,134.64,0.024364518510705622,0.08225108225108226,14.201033646239846,0.5828571428571429,7.086315789473684
2,9683.0,247.0,21.0,150.0,0.02550862336052876,0.08502024291497975,15.491066818134875,0.6072874493927125,7.142857142857143
3,11528.0,276.0,21.0,150.0,0.023941707147814018,0.07608695652173914,13.011797362942401,0.5434782608695652,7.142857142857143
4,12070.0,314.0,37.0,150.0,0.026014913007456505,0.1178343949044586,12.427506213753107,0.47770700636942676,4.054054054054054
5,9989.0,243.0,25.0,150.0,0.024326759435378917,0.102880658436214,15.016518169986986,0.6172839506172839,6.0
6,10211.0,239.0,19.0,150.0,0.02340613064342376,0.0794979079497908,14.690040152776419,0.6276150627615062,7.894736842105263
7,10353.0,257.0,21.0,142.64,0.02482372259248527,0.08171206225680934,13.777648990630734,0.5550194552529182,6.7923809523809515
8,9346.0,230.0,33.0,150.0,0.02460945859191098,0.14347826086956522,16.04964690776803,0.6521739130434783,4.545454545454546
9,10072.0,258.0,28.0,150.0,0.02561556791104051,0.10852713178294573,14.89277204130262,0.5813953488372093,5.357142857142857
10,10971.0,299.0,28.0,150.0,0.027253668763102725,0.09364548494983277,13.672409078479626,0.5016722408026756,5.357142857142857
11,9992.0,280.0,17.0,150.0,0.02802241793434748,0.060714285714285714,15.01200960768615,0.5357142857142857,8.823529411764707
12,8968.0,196.0,14.0,138.63,0.021855486173059768,0.07142857142857142,15.45829616413916,0.707295918367347,9.902142857142858
13,9388.0,233.0,22.0,150.0,0.02481891776736259,0.0944206008583691,15.977844056242013,0.6437768240343348,6.818181818181818
14,9610.0,241.0,21.0,150.0,0.025078043704474504,0.08713692946058091,15.608740894901144,0.6224066390041494,7.142857142857143
15,10620.0,234.0,15.0,142.77,0.022033898305084745,0.0641025641025641,13.443502824858758,0.6101282051282052,9.518
16,9712.0,232.0,14.0,150.0,0.023887973640856673,0.0603448275862069,15.444810543657331,0.646551724137931,10.714285714285714
17,10539.0,282.0,14.0,150.0,0.026757756902931966,0.04964539007092199,14.232849416453174,0.5319148936170213,10.714285714285714
18,9324.0,226.0,30.0,150.0,0.02423852423852424,0.13274336283185842,16.08751608751609,0.6637168141592921,5.0
19,9854.0,209.0,13.0,137.1,0.021209661051349707,0.06220095693779904,13.91313172315811,0.6559808612440191,10.546153846153846
20,10067.0,234.0,23.0,140.72,0.023244263434985597,0.09829059829059829,13.978345087910997,0.6013675213675214,6.118260869565217
21,10785.0,254.0,21.0,150.0,0.02355122855818266,0.08267716535433071,13.908205841446454,0.5905511811023622,7.142857142857143
22,10465.0,249.0,21.0,150.0,0.023793597706641186,0.08433734939759036,14.33349259436216,0.6024096385542169,7.142857142857143
23,9977.0,213.0,19.0,134.03,0.021349102936754537,0.0892018779342723,13.433897965320238,0.6292488262910798,7.0542105263157895
24,9705.0,240.0,18.0,150.0,0.02472952086553323,0.075,15.45595054095827,0.625,8.333333333333334
25,7713.0,175.0,14.0,88.87,0.02268896667963179,0.08,11.52210553610787,0.5078285714285714,6.347857142857143
26,10576.0,242.0,26.0,150.0,0.022881996974281393,0.10743801652892562,14.18305597579425,0.6198347107438017,5.769230769230769
27,9358.0,210.0,15.0,147.63,0.022440692455652916,0.07142857142857142,15.775806796324,0.703,9.842
28,9567.0,278.0,16.0,150.0,0.029058220967910525,0.05755395683453238,15.678896205707119,0.539568345323741,9.375
29,10205.0,242.0,21.0,150.0,0.023713865752082314,0.08677685950413223,14.698677119059285,0.6198347107438017,7.142857142857143
30,8758.0,207.0,20.0,150.0,0.0236355332267641,0.0966183574879227,17.12719799040877,0.7246376811594203,7.5
31,9390.0,233.0,19.0,142.68,0.024813631522896697,0.0815450643776824,15.194888178913738,0.6123605150214593,7.509473684210526
32,9130.0,233.0,26.0,150.0,0.02552026286966046,0.11158798283261803,16.42935377875137,0.6437768240343348,5.769230769230769
33,10561.0,316.0,31.0,150.0,0.029921408957485088,0.0981012658227848,14.203200454502413,0.47468354430379744,4.838709677419355
34,9769.0,278.0,33.0,141.95,0.028457365134609478,0.11870503597122302,14.530658204524515,0.5106115107913669,4.301515151515151
35,10643.0,284.0,20.0,150.0,0.02668420558113314,0.07042253521126761,14.093770553415391,0.528169014084507,7.5
36,10580.0,219.0,14.0,150.0,0.020699432892249528,0.0639269406392694,14.177693761814744,0.684931506849315,10.714285714285714
37,11343.0,331.0,23.0,150.0,0.029180992682711803,0.06948640483383686,13.22401481089659,0.45317220543806647,6.521739130434782
38,10458.0,236.0,24.0,122.4,0.02256645630139606,0.1016949152542373,11.7039586919105,0.5186440677966102,5.1000000000000005
39,10313.0,248.0,20.0,150.0,0.02404731891787065,0.08064516129032258,14.544749345486279,0.6048387096774194,7.5
